喉,0,['hóu']
喊,0,['hǎn']
喋,0,['dié']
喏,0,['nuò']
喑,0,['yīn']
喔,5,['ō']
喘,1,['chuǎn']
喙,0,['huì']
喚,0,['huàn']
喜,11,['xǐ']
喝,3,['hē']
喟,0,['kuì']
喧,0,['xuān']
喨,0,['liàng']
喪,0,['sàng']
喬,0,['qiáo']
單,0,['dān']
喱,0,['lí']
喲,0,['yō']
喳,0,['zhā']
喵,0,['miāo']
喷,0,['pēn']
喹,0,['kuí']
喻,0,['yù']
喼,0,['jié']
喽,0,['lóu']
喾,0,['kù']
喿,0,['zào']
嗄,0,['á']
嗅,0,['xiù']
嗆,0,['qiāng']
嗇,0,['sè']
嗉,0,['sù']
嗊,0,['gòng']
嗌,0,['ài']
嗍,0,['suō']
嗎,0,['ma']
嗐,0,['hài']
嗑,0,['kē']
嗒,0,['dā']
嗓,0,['sǎng']
嗔,0,['chēn']
嗖,0,['sōu']
嗚,0,['wū']
嗜,0,['shì']
嗝,0,['gé']
嗟,0,['jiē']
嗡,0,['wēng']
嗣,0,['sì']
嗤,0,['chī']
嗥,0,['háo']
嗦,0,['suo']
嗨,8,['hāi']
嗩,0,['suǒ']
嗪,0,['qín']
嗫,0,['niè']
嗬,0,['hē']
嗯,0,['en']
嗲,0,['diǎ']
嗳,0,['āi']
嗵,0,['tōng']
嗶,0,['bì']
嗷,0,['áo']
嗽,0,['sòu']
嗾,0,['sǒu']
嘀,0,['dí']
嘁,0,['qī']
嘅,0,['kǎi']
嘆,0,['tàn']
嘈,0,['cáo']
嘉,0,['jiā']
嘌,0,['piào']
嘍,0,['lóu']
嘎,0,['gā']
嘏,0,['gǔ']
嘔,0,['ǒu']
嘖,0,['zé']
嘗,0,['cháng']
嘘,0,['xū']
嘚,0,['dē']
嘛,9,['ma']
嘜,0,['mà']
嘞,0,['lei']
嘟,0,['dū']
嘢,0,['yě']
嘣,0,['bēng']
嘤,0,['yīng']
嘧,0,['mì']
嘩,0,['huā']
嘬,0,['chuài']
嘭,0,['pēng']
嘮,0,['láo']
嘯,0,['xiào']
嘰,0,['jī']
嘱,1,['zhǔ']
嘲,0,['cháo']
嘴,7,['zuǐ']
嘶,0,['sī']
嘸,0,['fǔ']
嘹,0,['liáo']
嘻,0,['xī']
嘼,0,['chù']
嘽,0,['chǎn']
嘿,18,['hēi']
噁,0,['ě']
噌,0,['cēng']
噍,0,['jiào']
噎,0,['yē']
噓,0,['xū']
噔,0,['dēng']
噗,0,['pū']
噘,0,['juē']
